#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Streptococcus	salivarius	CCHSS3	NC_015760.1	742809	776926	lanthipeptide - ras-ripp hybrid	False	salivaricin 9	100	BGC0000547	https://antismash-db.secondarymetabolites.org/go/NC_015760.1/742809-776926	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000253335.1/NC_015760/1/742809/776926
Lactococcus	lactis	S0	NZ_CP015902.1	31997	52364	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015902.1/31997-52364	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078975.2/NZ_CP015902/1/31997/52364
Enterococcus	faecalis	4928STDY7071546	NZ_KZ845989.1	170425	194718	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KZ845989.1/170425-194718	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003319755.1/NZ_KZ845989/1/170425/194718
Lactococcus	lactis	S0	NZ_CP015902.1	1216824	1238832	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015902.1/1216824-1238832	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078975.2/NZ_CP015902/1/1216824/1238832
Lactococcus	lactis	S0	NZ_CP015902.1	1401288	1417780	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015902.1/1401288-1417780	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078975.2/NZ_CP015902/1/1401288/1417780
Lactococcus	lactis	S0	NZ_CP015902.1	2434406	2457829	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015902.1/2434406-2457829	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078975.2/NZ_CP015902/1/2434406/2457829
Streptococcus	suis	HNAY30	NZ_FIHE01000002.1	108783	131179	ras-ripp	False	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_FIHE01000002.1/108783-131179	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900058695.1/NZ_FIHE01000002/1/108783/131179
Streptococcus	suis	HNAY30	NZ_FIHE01000003.1	141675	163903	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FIHE01000003.1/141675-163903	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900058695.1/NZ_FIHE01000003/1/141675/163903
Streptococcus	mutans	NG8	NZ_CP021318.1	1224731	1246910	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_CP021318.1/1224731-1246910	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002155285.1/NZ_CP021318/1/1224731/1246910
Lactococcus	lactis	IL1403	NC_002662.1	1170234	1192417	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_002662.1/1170234-1192417	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000006865.1/NC_002662/1/1170234/1192417
Lactococcus	lactis	IL1403	NC_002662.1	2223465	2247369	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_002662.1/2223465-2247369	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000006865.1/NC_002662/1/2223465/2247369
Lactococcus	lactis	S0	NZ_CP053671.1	109646	132864	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP053671.1/109646-132864	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013395015.1/NZ_CP053671/1/109646/132864
Streptococcus	parasanguinis	C1A	NZ_JVSS01000027.1	14672	32669	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JVSS01000027.1/14672-32669	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001070575.1/NZ_JVSS01000027/1/14672/32669
Streptococcus	suis	HNAY30	NZ_FIKS01000001.1	265267	279317	ras-ripp	True	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_FIKS01000001.1/265267-279317	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900051945.1/NZ_FIKS01000001/1/265267/279317
Lactococcus	lactis	RTB018	NZ_KV467177.1	31510	54728	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KV467177.1/31510-54728	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001672265.1/NZ_KV467177/1/31510/54728
Lactococcus	lactis	RTB018	NZ_KV467181.1	16948	35931	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KV467181.1/16948-35931	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001672265.1/NZ_KV467181/1/16948/35931
Lactococcus	lactis	CBA3619	NZ_RAGL01000001.1	30746	53137	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RAGL01000001.1/30746-53137	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003839605.1/NZ_RAGL01000001/1/30746/53137
Lactococcus	lactis	CBA3619	NZ_RAGL01000016.1	15617	38157	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RAGL01000016.1/15617-38157	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003839605.1/NZ_RAGL01000016/1/15617/38157
Lactococcus	lactis	CBA3619	NZ_RAGL01000009.1	197447	220664	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RAGL01000009.1/197447-220664	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003839605.1/NZ_RAGL01000009/1/197447/220664
Streptococcus	Unclassified	544	NZ_VMMU01000001.1	16533	64902	ras-ripp - t3pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMMU01000001.1/16533-64902	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013277385.1/NZ_VMMU01000001/1/16533/64902
Streptococcus	parasanguinis	C1A	NZ_WMZG01000002.1	362513	384817	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_WMZG01000002.1/362513-384817	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009717805.1/NZ_WMZG01000002/1/362513/384817
Enterococcus	faecalis	UAA702	NZ_KB946768.1	218013	242306	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KB946768.1/218013-242306	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000394515.1/NZ_KB946768/1/218013/242306
Lactococcus	hircilactis	DSM 28960	NZ_WITJ01000009.1	96761	119052	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_WITJ01000009.1/96761-119052	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009601015.1/NZ_WITJ01000009/1/96761/119052
Streptococcus	suis	HNAY30	NZ_CP017088.1	1858563	1883589	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP017088.1/1858563-1883589	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002285535.1/NZ_CP017088/1/1858563/1883589
Enterococcus	faecalis	4928STDY7071546	NZ_CABGYF010000003.1	54353	78646	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CABGYF010000003.1/54353-78646	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_902163165.1/NZ_CABGYF010000003/1/54353/78646
Streptococcus	mutans	NG8	NZ_NBFG01000028.1	0	4465	ras-ripp	True	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_NBFG01000028.1/0-4465	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002212995.1/NZ_NBFG01000028/1/0/4465
Streptococcus	parauberis	KCTC 11537	NC_015558.1	1270452	1292946	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_015558.1/1270452-1292946	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000213825.1/NC_015558/1/1270452/1292946
Streptococcus	henryi	A-4	NZ_FMXP01000033.1	14981	30754	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FMXP01000033.1/14981-30754	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900104235.1/NZ_FMXP01000033/1/14981/30754
Lactococcus	lactis	S0	NZ_CP024954.1	2278108	2302011	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP024954.1/2278108-2302011	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002804185.1/NZ_CP024954/1/2278108/2302011
Streptococcus	Unclassified	M334	NZ_GL732486.1	357373	378815	ras-ripp	False	macedocin	14	BGC0000526	https://antismash-db.secondarymetabolites.org/go/NZ_GL732486.1/357373-378815	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187745.1/NZ_GL732486/1/357373/378815
Streptococcus	Unclassified	M334	NZ_GL732486.1	384312	408003	ras-ripp	False	thermophilin 1277	25	BGC0000561	https://antismash-db.secondarymetabolites.org/go/NZ_GL732486.1/384312-408003	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187745.1/NZ_GL732486/1/384312/408003
Streptococcus	Unclassified	HMSC065E03	NZ_KV818853.1	0	20880	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KV818853.1/0-20880	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001815045.1/NZ_KV818853/1/0/20880
Bacillus	cytotoxicus	CH_4	NZ_CP024111.1	177528	200032	ras-ripp	False	rhizocticin A	6	BGC0000926	https://antismash-db.secondarymetabolites.org/go/NZ_CP024111.1/177528-200032	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002250965.2/NZ_CP024111/1/177528/200032
Streptococcus	Unclassified	2579	NZ_VMMM01000008.1	48549	96931	ras-ripp - t3pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMMM01000008.1/48549-96931	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013277195.1/NZ_VMMM01000008/1/48549/96931
Streptococcus	agalactiae	ATCC 13813	NZ_GL636070.1	1699887	1740767	lanthipeptide - ras-ripp hybrid	False	macedocin	85	BGC0000526	https://antismash-db.secondarymetabolites.org/go/NZ_GL636070.1/1699887-1740767	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000186445.1/NZ_GL636070/1/1699887/1740767
Streptococcus	thermophilus	None	NZ_CP030927.1	198846	219617	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP030927.1/198846-219617	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013307265.1/NZ_CP030927/1/198846/219617
Streptococcus	thermophilus	None	NZ_CP030927.1	609590	629655	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP030927.1/609590-629655	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013307265.1/NZ_CP030927/1/609590/629655
Streptococcus	thermophilus	None	NZ_CP030927.1	806999	828540	ras-ripp	False	thermophilin 1277	40	BGC0000561	https://antismash-db.secondarymetabolites.org/go/NZ_CP030927.1/806999-828540	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013307265.1/NZ_CP030927/1/806999/828540
Streptococcus	thermophilus	None	NZ_CP030927.1	1768925	1795713	lanthipeptide - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP030927.1/1768925-1795713	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013307265.1/NZ_CP030927/1/1768925/1795713
Streptococcus	infantarius	CJ18	NC_016826.1	1368393	1390450	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_016826.1/1368393-1390450	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000246835.1/NC_016826/1/1368393/1390450
Streptococcus	equinus	SI	NZ_CP020439.1	74305	126680	bacteriocin - lanthipeptide - ras-ripp hybrid	False	streptin	90	BGC0000556	https://antismash-db.secondarymetabolites.org/go/NZ_CP020439.1/74305-126680	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002073515.1/NZ_CP020439/1/74305/126680
Streptococcus	Unclassified	DD10	NZ_KQ969157.1	640191	663410	ras-ripp	True	WGK	40	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_KQ969157.1/640191-663410	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001578805.1/NZ_KQ969157/1/640191/663410
Lactococcus	lactis	CBA3619	NZ_MTJP01000003.1	310870	335504	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MTJP01000003.1/310870-335504	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002563575.1/NZ_MTJP01000003/1/310870/335504
Lactococcus	lactis	CBA3619	NZ_MTJP01000017.1	126	24029	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MTJP01000017.1/126-24029	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002563575.1/NZ_MTJP01000017/1/126/24029
Lactococcus	lactis	CBA3619	NZ_FMTF01000015.1	10362	32961	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FMTF01000015.1/10362-32961	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900099625.1/NZ_FMTF01000015/1/10362/32961
Lactococcus	lactis	CBA3619	NZ_FMTF01000002.1	95957	118117	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FMTF01000002.1/95957-118117	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900099625.1/NZ_FMTF01000002/1/95957/118117
Lactococcus	lactis	CBA3619	NZ_FMTF01000002.1	277317	301261	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FMTF01000002.1/277317-301261	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900099625.1/NZ_FMTF01000002/1/277317/301261
Lactobacillus	pentosus	SLC13	NZ_CP032757.1	3284359	3309713	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP032757.1/3284359-3309713	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003641185.1/NZ_CP032757/1/3284359/3309713
Streptococcus	mutans	LJ23	NC_017768.1	641821	664000	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NC_017768.1/641821-664000	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000284575.1/NC_017768/1/641821/664000
Lactobacillus	pentosus	SLC13	NZ_CP032659.1	1926011	1951376	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP032659.1/1926011-1951376	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003627375.1/NZ_CP032659/1/1926011/1951376
Lactococcus	lactis	DSM 21502	NZ_JXKC01000017.1	0	16348	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JXKC01000017.1/0-16348	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002441825.1/NZ_JXKC01000017/1/0/16348
Lactococcus	lactis	CBA3619	NZ_RAGV01000002.1	44974	68192	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RAGV01000002.1/44974-68192	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003839805.1/NZ_RAGV01000002/1/44974/68192
Lactococcus	lactis	CBA3619	NZ_RAGV01000026.1	12749	36652	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RAGV01000026.1/12749-36652	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003839805.1/NZ_RAGV01000026/1/12749/36652
Streptococcus	mitis	OD_317805_11	NZ_CP047883.1	1109342	1133387	ras-ripp - sactipeptide hybrid	False	macedocin	14	BGC0000526	https://antismash-db.secondarymetabolites.org/go/NZ_CP047883.1/1109342-1133387	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013305725.1/NZ_CP047883/1/1109342/1133387
Bacillus	tropicus	DE0383	NZ_VEMT01000004.1	515289	539871	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VEMT01000004.1/515289-539871	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007682405.1/NZ_VEMT01000004/1/515289/539871
Streptococcus	thermophilus	TH1477	NZ_CM003135.1	1255969	1278738	ras-ripp	False	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CM003135.1/1255969-1278738	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000572095.1/NZ_CM003135/1/1255969/1278738
Streptococcus	equi	BHS5	NZ_CABY01000008.1	36288	58470	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_CABY01000008.1/36288-58470	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000208725.1/NZ_CABY01000008/1/36288/58470
Streptococcus	Unclassified	1032	NZ_VMMD01000018.1	124527	163344	ras-ripp - t3pks hybrid	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMMD01000018.1/124527-163344	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013277015.1/NZ_VMMD01000018/1/124527/163344
Streptococcus	equinus	SI	NZ_CP046628.1	493914	525093	lanthipeptide - ras-ripp hybrid	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_CP046628.1/493914-525093	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009758075.1/NZ_CP046628/1/493914/525093
Streptococcus	mutans	UA159	NC_004350.2	1422831	1445010	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NC_004350.2/1422831-1445010	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000007465.2/NC_004350/2/1422831/1445010
Lactococcus	lactis	Dephy 1	NZ_HG530696.1	246939	270157	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_HG530696.1/246939-270157	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000493355.1/NZ_HG530696/1/246939/270157
Lactococcus	lactis	Dephy 1	NZ_HG530699.1	10361	32959	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_HG530699.1/10361-32959	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000493355.1/NZ_HG530699/1/10361/32959
Streptococcus	Unclassified	1621	NZ_VMLJ01000011.1	1518	49875	ras-ripp - t3pks hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VMLJ01000011.1/1518-49875	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013276615.1/NZ_VMLJ01000011/1/1518/49875
Staphylococcus	pseudintermedius	VTH737	NZ_CP035743.1	1252461	1274627	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP035743.1/1252461-1274627	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004307395.1/NZ_CP035743/1/1252461/1274627
Enterococcus	durans	VREdu	NZ_CABGOW010000004.1	134451	162519	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CABGOW010000004.1/134451-162519	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_902160735.1/NZ_CABGOW010000004/1/134451/162519
Streptococcus	ruminantium	MO512	NZ_BCFB01000035.1	70066	101289	bacteriocin - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_BCFB01000035.1/70066-101289	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009731175.1/NZ_BCFB01000035/1/70066/101289
Streptococcus	mutans	NN2025	NC_013928.1	617657	639836	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NC_013928.1/617657-639836	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000091645.1/NC_013928/1/617657/639836
Lactococcus	lactis	IBB477	NZ_CM007353.1	2442712	2469119	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CM007353.1/2442712-2469119	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001856165.1/NZ_CM007353/1/2442712/2469119
Lactobacillus	pentosus	SLC13	NZ_CP016491.1	3310792	3336137	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP016491.1/3310792-3336137	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002850015.1/NZ_CP016491/1/3310792/3336137
Streptococcus	canis	HL_77_2	NZ_CP046521.1	922096	945362	ras-ripp	False	thermophilin 1277	45	BGC0000561	https://antismash-db.secondarymetabolites.org/go/NZ_CP046521.1/922096-945362	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009738555.1/NZ_CP046521/1/922096/945362
Streptococcus	mutans	NG8	NZ_CP044492.1	1366573	1388752	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_CP044492.1/1366573-1388752	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831345.1/NZ_CP044492/1/1366573/1388752
Streptococcus	dysgalactiae	DB60705-15	NZ_CP033163.1	1565810	1588306	ras-ripp	False	nisin O	13	BGC0001701	https://antismash-db.secondarymetabolites.org/go/NZ_CP033163.1/1565810-1588306	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009650235.1/NZ_CP033163/1/1565810/1588306
Lactococcus	lactis	CBA3619	NZ_MTJS01000001.1	34110	56501	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MTJS01000001.1/34110-56501	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002563475.1/NZ_MTJS01000001/1/34110/56501
Lactococcus	lactis	CBA3619	NZ_MTJS01000005.1	120	24023	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MTJS01000005.1/120-24023	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002563475.1/NZ_MTJS01000005/1/120/24023
Streptococcus	Unclassified	CNU 77-61	NZ_CP046875.1	983844	1006070	ras-ripp	False	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP046875.1/983844-1006070	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009792335.1/NZ_CP046875/1/983844/1006070
Streptococcus	intermedius	631_SCON	NZ_BHYP01000003.1	134053	157310	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_BHYP01000003.1/134053-157310	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008633045.1/NZ_BHYP01000003/1/134053/157310
Streptococcus	mutans	NG8	NZ_LR134320.1	1756387	1778567	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_LR134320.1/1756387-1778567	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900636835.1/NZ_LR134320/1/1756387/1778567
Lactococcus	chungangensis	DSM 22330	NZ_FPKS01000018.1	0	19276	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FPKS01000018.1/0-19276	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900119835.1/NZ_FPKS01000018/1/0/19276
Lactococcus	chungangensis	DSM 22330	NZ_FPKS01000001.1	0	13504	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FPKS01000001.1/0-13504	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900119835.1/NZ_FPKS01000001/1/0/13504
Streptococcus	Unclassified	714	NZ_VMMH01000010.1	117274	150728	bacteriocin - ras-ripp hybrid	False	thermophilin 1277	25	BGC0000561	https://antismash-db.secondarymetabolites.org/go/NZ_VMMH01000010.1/117274-150728	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013277115.1/NZ_VMMH01000010/1/117274/150728
Streptococcus	orisratti	DSM 15617	NZ_KB904466.1	1408	23603	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KB904466.1/1408-23603	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000380105.1/NZ_KB904466/1/1408/23603
Streptococcus	thermophilus	MTH17CL396	NZ_CM002371.1	791910	814327	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CM002371.1/791910-814327	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521325.1/NZ_CM002371/1/791910/814327
Streptococcus	thermophilus	MTH17CL396	NZ_CM002371.1	1185403	1207828	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CM002371.1/1185403-1207828	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521325.1/NZ_CM002371/1/1185403/1207828
Lactococcus	lactis	CBA3619	NZ_SDJV01000001.1	182817	206035	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SDJV01000001.1/182817-206035	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004123105.1/NZ_SDJV01000001/1/182817/206035
Lactococcus	lactis	CBA3619	NZ_SDJV01000016.1	104	24007	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SDJV01000016.1/104-24007	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004123105.1/NZ_SDJV01000016/1/104/24007
Streptococcus	suis	HNAY30	NZ_CP039462.1	1824697	1847093	ras-ripp	False	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP039462.1/1824697-1847093	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004843685.1/NZ_CP039462/1/1824697/1847093
Streptococcus	thermophilus	ASCC 1275	NZ_CP006819.1	1034657	1059205	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP006819.1/1034657-1059205	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000698885.1/NZ_CP006819/1/1034657/1059205
Streptococcus	marmotae	HTS5	NZ_CP015196.1	1152305	1174627	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015196.1/1152305-1174627	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001623565.1/NZ_CP015196/1/1152305/1174627
Enterococcus	Unclassified	4G2_DIV0659	NZ_NGLE01000004.1	297661	320433	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_NGLE01000004.1/297661-320433	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002140715.1/NZ_NGLE01000004/1/297661/320433
